title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels,length
一个高中生自己写的歌——《向日葵先生》,BV1xs4y1z7b9,https://b23.tv/BV1xs4y1z7b9,呆啊歪歪涵,4755197,4272,7647,473843,208561,229947,27442,"[' 向日葵先生（吉他版）', '音乐', '原创音乐', '吉他', '弹唱', '音乐', '原创音乐', '高中生', '00后', '写歌']",212
DIYvlog｜0成本💰改造！今天是朋友剩下的伴娘裙～,BV1Qu411W7Yi,https://b23.tv/BV1Qu411W7Yi,铁一WENDYZ,1885646,672,653,246795,10581,31322,1893,"['做衣服', '时尚', '仿妆cos', '仿妆', '化妆教程', '美妆', 'DIY', '改造', '日常', '服装设计', '妆前妆后', 'Vlog']",176
CORSAK胡梦周｜光遇夜行季推广曲《暮Passage》MV,BV1Rs4y1K7W3,https://b23.tv/BV1Rs4y1K7W3,CORSAK官方频道,1181832,677,1424,54807,3363,10259,2511,"['暮 Passage', '音乐', 'MV', '光遇手游', '光遇夜行季', 'Sky光·遇', '光·遇']",240
亚洲首富垄断印度经济，竟然被做空了,BV1wz4y1b7y4,https://b23.tv/BV1wz4y1b7y4,小Lin说,2214874,7247,2113,75566,14927,9176,2403,"['原来家还可以这样', '知识', '财经商业', '经济', '印度', '金融', '科普', '知识', '西昊C300', '首富', '商业', '电竞椅']",827
四五月女团大战谁赢了？aespa、IVE、(G)I-DLE、LE SSERAFIM、JISOO、FIFTY FIFTY、李彩演,BV1BT411x7PX,https://b23.tv/BV1BT411x7PX,凌世昊,782175,11725,2202,21536,6362,7098,1306,"['Cupid', '新世代音乐人计划女生季', '音乐', '乐评盘点', '李彩演', '张元英', 'aespa', '(G)I-DLE', 'BLACKPINK', 'KPOP', 'LE SSERAFIM', 'IVE', 'JISOO']",933
【东盟十国丨番外】都讲中文，东南亚华人和我们有何不同？,BV1TM4y1q7M4,https://b23.tv/BV1TM4y1q7M4,小王Albert,1765263,11510,6517,104584,39739,14767,3085,"['Journey to the Light', '故事档案馆', '知识', '人文历史', '中国', '王骁', '东南亚', '东盟', '华人', '东南亚华人']",1622
新手下厨关于调料收藏这一个就够了，15个必买调料做9个家常味道，手把手教你炸厨房,BV1DP41197Dj,https://b23.tv/BV1DP41197Dj,泡厨房的顾小胖,3885727,3032,2503,206731,133990,348036,44366,"['分享你的夏日必吃美食', '美食', '美食制作', '家常菜', '小白', '美食制作', '美食教程', '调料', '调味', '四季美食·芬芳五月·美食探寻季']",715
有野心从来不是贬义词 要站到更高的地方,BV1Yh411F7m4,https://b23.tv/BV1Yh411F7m4,氧化菊,3461980,1831,2050,495822,38239,41241,2289,"['时尚行业大公开', '时尚', '时尚潮流', 'vlog', '戛纳', '氧化菊', '成长历程', '戛纳红毯', '一起fun放假']",213
硬核巨型烤全羊让芬兰家人惊到傻眼！英国朋友兴奋尖叫！滋滋冒油骨头都吃掉！三家人首次合体嗨翻天！,BV1Wa4y1g7YM,https://b23.tv/BV1Wa4y1g7YM,雨琪在芬兰,2176882,8435,1908,177836,122550,17785,1757,"['分享你的夏日必吃美食', '美食', '美食记录', '美食vlog', '烤全羊', '海外', '钵钵鸡', '文化输出', '老外吃中餐', '灯影牛肉', '芬兰生活', '外国人吃中国菜', '四季美食·芬芳五月·美食探寻季']",1458
初代国模顶流瞿颖，最炸裂的人生，最“摆烂”的活法【人间最强】,BV1Zk4y1L7ve,https://b23.tv/BV1Zk4y1L7ve,Vista看天下,871317,1688,1134,44238,3979,6944,1415,"['乘风破浪的姐姐名场面赏析', '娱乐', '娱乐杂谈', '女神', '百变大咖秀', '浪姐', '乘风2023', '女明星', '娱乐圈', '瞿颖', '内娱', '星动安利大作战·初夏篇']",348
9.4！超越《隐秘的角落》！它为何能引发集体共鸣？全集解读《漫长的季节》,BV1mL411z7Kf,https://b23.tv/BV1mL411z7Kf,木鱼水心,13129430,145170,28057,1142734,1165605,497682,162516,"['《漫长的季节》追剧实录', '影视', '影视杂谈', '秦昊', '范伟', '影视杂谈', '高分', '犯罪', '悬疑', '漫长的季节结局', '陈明昊', '李庚希', '漫长的季节', '一起fun放假']",10782
【何同学】为了找到流量密码，我们做了个假B站...,BV1AP411d7Qa,https://b23.tv/BV1AP411d7Qa,老师好我叫何同学,9452329,19684,6816,729652,364538,165293,32278,"['科技猎手2023', '科技', '软件应用', '封面', 'B站', '何同学的投票', '何同学', '老师好我叫何同学', '标题']",796
小潮team擂台赛,BV19V4y1r7xR,https://b23.tv/BV19V4y1r7xR,小潮院长,13894846,29652,6296,672631,341294,254499,12927,"['搞笑研究所', '生活', '搞笑', 'vlog', '搞笑', '动物', '生活', '娱乐', '高能', '沙雕', '小潮院长', '小潮team', '搞笑研究所2023 3.0']",580
【诺子】真正优秀的无障碍是什么样子？盲人第一视角出行测评广州地铁！,BV1ps4y1Q7Yy,https://b23.tv/BV1ps4y1Q7Yy,诺子喵呜,6133119,4231,6612,487951,135748,74872,13038,"['Johanni Weis (2 Gitarren, Zither, Kontra-Bass)', '生活', '出行', '公益', '正能量', '地铁', '轨道交通', '广州', '残疾人', '出行', '盲人', '视障', '无障碍']",456
“武陵猫捕鱼为业！”,BV1hM4y1t7tz,https://b23.tv/BV1hM4y1t7tz,Pooh的小屋,6426721,3381,4262,579344,103760,152086,109677,"['动物观察局', '动物圈', '喵星人', '喵星人', '萌宠', '搞笑', '猫咪', '猫片', '可爱', '搞笑动物', '云吸猫', '动物观察局19.0·小动物游园会', '动物观察局20.0·铲屎官的茶话会']",205
【胡夏X女儿情】女儿柔肠寸寸是相思，胡夏清泉音色诠释三世意难平,BV14k4y1L7My,https://b23.tv/BV14k4y1L7My,梦幻西游电脑版,6320968,11178,4043,160274,85408,62625,23607,"['女儿情', '音乐', '原创音乐', '胡夏', '梦幻西游', 'MV', '音乐', '梦幻西游电脑版']",289
五天连爬五岳 今天最后一站 华山！,BV1Eh4y1t7oY,https://b23.tv/BV1Eh4y1t7oY,旺仔有内涵,4337914,1578,4323,566105,122276,25451,6674,"['生活', '搞笑', '生活记录', '爬山', '最后一站', '华山', '五岳']",55
【沈月】翁小雯结婚 谁哭得最大声,BV1yT411t77v,https://b23.tv/BV1yT411t77v,沈月本人,4315631,11995,8450,495958,255921,84966,99163,"['恶作剧', '娱乐', '明星综合', '沈月', 'vlog']",422
《崩坏：星穹铁道》景元角色PV——「天地为枰」,BV11z4y187KN,https://b23.tv/BV11z4y187KN,崩坏星穹铁道,7363085,27221,21814,430121,171835,102813,134400,"['游戏', '手机游戏', '崩坏：星穹铁道', 'PV', '彦卿', '米哈游', 'miHoYo', '景元']",125
英国战忽局是谁成立的？【硬核狠人52】,BV11s4y1Q7Yf,https://b23.tv/BV11s4y1Q7Yf,小约翰可汗,5030863,20978,4234,277613,114186,41099,5773,"['历史人文档案馆', '知识', '人文历史', '历史', '英国', '硬核', '二战', '知识', '战争', '世界史', '狠人']",1601
《赛博方丈》豆瓣2.8,BV1WV4y1k7oe,https://b23.tv/BV1WV4y1k7oe,神奇的老皮,4985579,6928,2190,300255,100019,84845,35856,"['生活', '搞笑', '梦幻西游', '修仙', '特效', '西游记', '燃', '方丈', '梦幻西游电脑版']",350
【基德】加纳国家崩溃报告：天降痿人,BV1gg4y1V73N,https://b23.tv/BV1gg4y1V73N,吟游诗人基德,4623814,12703,5812,228132,37707,37458,7348,"['万物研究所', '知识', '科学科普', '历史', '万物研究所·第十期', '加纳', '国家', '崩溃']",776
《原神》3.7版本PV：「决斗！召唤之巅！」,BV1MM4y1t7v1,https://b23.tv/BV1MM4y1t7v1,原神,5673446,10940,21475,173473,34034,26526,14133,"['Aspiration of Guardians 守护者的思眷', '游戏', '手机游戏', '原神', '原神3.7', '米哈游', 'miHoYo', '决斗召唤之巅']",227
这辈子没这么崩溃过！！！,BV1jo4y1V74C,https://b23.tv/BV1jo4y1V74C,黑猫厨房,3612027,8543,12671,287042,104218,23984,43205,"['我的梦中情屋', '生活', '家居房产', '装修', '改造', '现场', '装修踩坑', '装修翻车', '记录', '家装', '翻车', '踩坑', '生活改造计划·第五期']",372
【罗翔】去过很多地方，看过很多美景，旅行的意义在哪里？,BV1Fk4y1j79c,https://b23.tv/BV1Fk4y1j79c,罗翔说刑法,4617886,7562,7776,294265,142461,90508,44248,"['难忘的旅行', '知识', '社科·法律·心理', '罗翔', '人文', '探索', '旅行', '令人澎湃的西藏', '旅行的意义', '意义']",700
我的试作高达 蕉原一号！塞尔达王国之泪,BV16o4y1V7Qr,https://b23.tv/BV16o4y1V7Qr,SoulBanana蕉蕉,2811142,1537,3340,81331,13023,16645,79470,"['ignited -イグナイテッド- (燃烧)', '万物皆可塞尔达', '游戏', '手机游戏', '塞尔达传说', '高达', '冒险游戏', '塞尔达', '王国之泪', '动作游戏', '整活']",63
【傣族泼水节村宴】花钱也吃不到的300人盛大宴席，从早喝到晚再喝到早？,BV1qT411x7FR,https://b23.tv/BV1qT411x7FR,日食记,3688480,31856,3960,338827,268137,86226,38762,"['芬芳五月·美食探寻季', '美食', '美食制作', '短片', '美食', '云南', '西双版纳', '美食记录', '特色美食', '云南菜', '村宴', '包烧', '四季美食·芬芳五月·美食探寻季']",1012
改革春风吹满地，99春晚挺国际，有歌有舞有好戏，团圆携手跨世纪！【难忘今朝1999】,BV1is4y1M7Dz,https://b23.tv/BV1is4y1M7Dz,培根悖论唠唠嗑,2051015,32029,2631,108741,81092,28796,7105,"['影视文化漫谈', '影视', '影视杂谈', '赵本山', '春晚', '小品', '相声', '搞笑', '赵丽蓉', '任贤齐', '宋丹丹', '央视春晚', '一起fun放假']",3509
“最后说一次，玛卡巴卡也要开始加速了！”——『花 园 制 造』！！,BV1xo4y1V7KE,https://b23.tv/BV1xo4y1V7KE,笔龙XDDD,3398599,2220,1532,257376,78040,149661,43075,"['Ticking', '这个MAD真厉害', '动画', 'MAD·AMV', 'JOJO的奇妙冒险', '搞笑', '空条承太郎', '玛卡巴卡吹喇叭超燃', '花园宝宝超燃', '天堂制造', '石之海', '普奇神父', '花园宝宝', '致热爱动画的你·2023春季创作激励']",91
星穹铁道最浪漫的支线，没有之一！！！,BV1wT411t7HA,https://b23.tv/BV1wT411t7HA,哦漏QAQ,5957791,7722,19823,528348,374678,314885,89609,"['致：黯淡星', '崩坏：星穹铁道创作者激励计划', '游戏', '手机游戏', '崩坏：星穹铁道', '支线', '星穹铁道', '致黯淡星', '通往群星的轨道']",240
【星穹铁道丨青雀】“自己的牌，想胡就糊”,BV1No4y1w7BV,https://b23.tv/BV1No4y1w7BV,司墨尧smile,3977818,735,2525,394722,98956,141501,32496,"['崩坏：星穹铁道创作者激励计划', '音乐', '原创音乐', '游戏', '星穹铁道', '铁道', '星穹', '打牌', '青雀']",91
【倒影 | 官方MV 】周杰伦 你的倒影是我带不走的风景 ⋯ 尽管美景带不走 音乐和影像会留在你们心中,BV12o4y1V78X,https://b23.tv/BV12o4y1V78X,杰威尔音乐,2376080,4946,6480,161599,92884,42832,35913,"['倒影', '音乐', 'MV', '周杰伦', '华语MV', '音乐', '美景', '官方MV', '最伟大的作品']",233
中 国 功 夫,BV1DX4y117u5,https://b23.tv/BV1DX4y117u5,含亮老师,4188744,6241,5169,520522,276833,82536,17317,"['中国功夫', '潮流运动季', '运动', '运动综合', '功夫', '中华文化', '武术', '传统武术', '潮流运动季-春日版']",166
全程高能！红孩儿的前世今生，这魔童究竟哪门哪派？,BV1yg4y1G7jY,https://b23.tv/BV1yg4y1G7jY,啊粥粥啊粥,3167412,21924,3581,179377,156600,41040,7784,"['影视文化漫谈', '影视', '影视杂谈', '哪吒', '孙悟空', '影评', '人文', '西游记', '黑神话', '红孩儿', '牛魔王', '铁扇公主', '一起fun放假']",3110
把作业烧了 吃烧烤,BV1Rs4y1B7Fs,https://b23.tv/BV1Rs4y1B7Fs,乡村教师日记,1162971,2353,2590,94566,76755,5808,1403,"['面会菜', '记录美好农村生活', '生活', '三农', '母亲节', '妈妈', '童年', '丁老师', '乡村教师日记', '留守儿童', '小学生', '家访', '支教', '三农繁星计划9.0 了不起的新农人']",319
坏消息：鬼有电锯。好消息：我有枪,BV1gT411t7qX,https://b23.tv/BV1gT411t7qX,老番茄,6057275,8946,2152,446378,84423,104499,12276,"['搞笑研究所', '生活', '搞笑', '搞笑', '恐怖', '解谜', '生活记录', '老番茄', '娱乐', '密室', '高能', '鸭少', '搞笑研究所2023 3.0']",622
朋友问我塞尔达怎么还没通关,BV18h411571k,https://b23.tv/BV18h411571k,鱼丸公公,2410222,1170,2970,222382,111040,88781,30917,"['动画短片群星计划', '动画', '短片·手书', '塞尔达传说', '动画短片', '塞尔达', '游戏', '塞尔达传说：旷野之息', '动画短片群星计划 第八期']",139
中国男子用树枝做千万特效角色,BV1ps4y1g7fq,https://b23.tv/BV1ps4y1g7fq,郑太阳Sun,5370700,2170,3310,593240,201089,69235,6091,"['Main Title (From The ""Game Of Thrones: Season 2"" Soundtrack)', '做一种很新的手工', '生活', '手工', '权力的游戏', '树枝雕塑', '一起做手工吧6.0艺术幻想季']",100
想看看大家高中的照片，想看看大家热烈的青春。,BV1Nh411w7vX,https://b23.tv/BV1Nh411w7vX,良田田田,4017041,3636,3564,396110,14287,37577,10029,"['起风了', '时尚', '时尚潮流', '青春', '高中']",212
《豆 腐 烫 人 事 件》,BV1Xh411c7Px,https://b23.tv/BV1Xh411c7Px,盗月社食遇记,1987693,7460,2238,160628,79200,14597,3055,"['分享你的夏日必吃美食', '美食', '美食侦探', '夜宵', '烧烤', '街头美食', '吃货', '四川美食', '四季美食·芬芳五月·美食探寻季']",1008
可是雪，飘进法律,BV1vh411c7W1,https://b23.tv/BV1vh411c7W1,俏佳人xxx,7852011,2444,2041,876990,18427,55906,10203,"['社会观察局', '知识', '社科·法律·心理', '法律', '搞笑', '音乐', '著作权']",114
【鬼谷闲谈】玉米：我已面目全非 但归来仍是王者,BV1bs4y1g747,https://b23.tv/BV1bs4y1g747,芳斯塔芙,2584054,18904,5667,196370,70705,35198,7727,"['万物研究所', '知识', '科学科普', '历史', '古生物', '万物研究所·第十期', '驯化', '玉米', '演化', '主粮', '鬼谷闲谈']",1342
【原神动画】长生：let me do it for you⭐,BV1sk4y1L7vc,https://b23.tv/BV1sk4y1L7vc,比彼,3081701,1154,1930,403417,39638,111844,30973,"['原神UP主激励计划', '动画', '短片·手书', '原神', '动画', '七七', '空', '长生', '白术']",45
最强七人即将集结！《七人传奇：光与暗之交战》终测定档5月30日！,BV1xX4y117v7,https://b23.tv/BV1xX4y117v7,七人传奇光与暗之交战,1279959,188,586,20299,3913,3388,403,"['游戏', '手机游戏', '七大罪', '七人传奇手游', '七人传奇光与暗之交战', '光与暗之交战手游', '终测', '七人传奇']",137
【STN快报第七季15】花几百万都没养成六星，难怪我爸老是看我不顺眼。,BV1fh4y147XU,https://b23.tv/BV1fh4y147XU,STN工作室,1670329,15290,2419,122849,86308,21997,4168,"['My Promise', '游戏', '单机游戏', '如龙', '光环', '宫崎英高', '红霞岛', '王国之泪', 'NS', '霍格沃兹', '合金装备3', '瓦洛兰特']",1332
各地人无形中的炫富！,BV17L411679y,https://b23.tv/BV17L411679y,粤知一二,5882162,5074,3390,474849,11108,37089,1632,"['搞笑研究所', '生活', '搞笑', '粤语', '搞笑', '高能', '奇葩', '广东', '郭嘉峰', '吐槽', '粤知一二', '搞笑研究所2023 3.0']",465
惊天大发现（密）！我找到一个人对抗孤独的方法了耶！,BV1is4y1Q7FG,https://b23.tv/BV1is4y1Q7FG,超Carry的柴西,2434012,6232,6329,114074,58082,34825,5377,"['跟着UP主出行看世界', '生活', '出行', '上海', '旅游', '快乐', '生活记录', '孤独', '情感', '一个人', '记录', 'Vlog', 'bilibili旅行奇遇记']",408
离谱！我60岁老爹居然是个游戏肝帝。,BV1ic411K7YU,https://b23.tv/BV1ic411K7YU,史蒂猪StevenPig,4283505,5246,4515,347310,97075,53278,6496,"['万物皆可游戏', '游戏', '单机游戏', '搞笑', '单机游戏', '娱乐', '游戏', '生活', '史蒂猪', '肝帝', '沙雕']",304
⚡️“可是雪啊，埋进土里”⚡️,BV1QX4y127jq,https://b23.tv/BV1QX4y127jq,寒了个羽,7637612,6050,5939,601546,444595,334800,57678,"['雪 Distance', '雪Distance，但是鬼畜', '鬼畜', '人力VOCALOID', '鬼畜调教', '鬼畜', '原神', '胡桃', '洗脑', '雪Distance', '鬼畜星探企划']",157
给喜欢扣6的前任写了首歌,BV11h41157PT,https://b23.tv/BV11h41157PT,SuperA_,2215613,4109,5056,215236,57383,72666,29449,"['扣6', '原创音乐挑战赛', '音乐', '原创音乐', '原创音乐', '失恋', '吐槽', 'SuperA', '女生计划', '卧室', '前任', '哔需原创音乐挑战赛3.0']",86
有钱都买不到的海神后海螯虾，颜值爆表，刺身整只抱着啃爽翻了,BV1mg4y157mG,https://b23.tv/BV1mg4y157mG,小文哥吃吃吃,1652432,2649,805,97251,15072,5370,1396,"['芬芳五月·美食探寻季', '美食', '美食制作', '海鲜', '4K', '美食制作', '刺身', '猎奇', '小文哥蒜蓉酱', '味增汤', '虾的做法', '美食测评', '鳌虾', '四季美食·芬芳五月·美食探寻季']",515
哭了！妈妈竟然把她两闺蜜找来一起演奏《未闻花名》secret base ~君がくれたもの~,BV1co4y157wf,https://b23.tv/BV1co4y157wf,玩音乐的EZ,3489149,4540,3919,410988,228302,108229,28199,"['secret base～君がくれたもの～ (Secret Base ～你给我的所有～)', '演奏挑战赛', '音乐', '演奏', '未闻花名', '小提琴', '钢琴', '演奏', '动漫音乐', '音乐', 'ZONE', '演奏挑战赛5.0']",293
挑战！当玛丽苏女主走进现实！三十米长发，美得惊心动魄......,BV1dP411R7vn,https://b23.tv/BV1dP411R7vn,小耳朵图图tu-,1570713,2124,1087,83153,37046,20787,2414,"['做搞笑女的第n天', '生活', '搞笑', '化妆', '小说', '穿搭', '美妆', '搞笑', '时尚', '美女', '沙雕', '整活', '搞笑研究所2023 3.0']",304
电鸡小子,BV1ia4y1G7VW,https://b23.tv/BV1ia4y1G7VW,牛战士历险记本人,9788107,4460,8491,1118574,158131,254431,234172,"['brave heart (勇敢的心)', '生活', '手工', '手工', '搞笑', 'cos', '电击小子', '鸡']",13
每秒176.65转！许昕VS高速机摄影机，谁会更胜一筹？,BV1es4y137vg,https://b23.tv/BV1es4y137vg,亿点点不一样,7609779,15236,4991,399161,99693,79559,31374,"['技能提升营', '知识', '野生技能协会', '许昕', '4K', '体育', '数码', '运动', '乒乓', '知识', 'vivo', 'vivo X Fold2']",628
给内娱一点小小的二次元震撼！！！【乘风2023】,BV1Ka4y1V7BL,https://b23.tv/BV1Ka4y1V7BL,三代鹿人,5322246,12143,10555,318364,35823,27197,12782,[],0
打造猫德学院娱乐休闲中心，让小猫咪们德智体美劳全面发展,BV13o4y1A7Jp,https://b23.tv/BV13o4y1A7Jp,本喵叫兔兔,3137688,31049,4021,481712,493774,41462,3993,"['淘出一万种生活', '动物圈', '喵星人', '小奶猫', '打造', '猫德学院', '猫咪休闲娱乐中心', '动物救助', '全面', '发展', '流浪猫']",455
